Origin	DepDelay	ArrDelay	LateAircraftDelay	SecurityDelay	NASDelay	WeatherDelay	CarrierDelay
RFD	2.31228070175	4.09824561404	24.4693877551	0.0	5.04081632653	0.0	28.2857142857
SLE	2.14845360825	-9.21739130435	29.9565217391	0.869565217391	0.695652173913	0.0	40.0
OGG	2.09982700722	2.65291150848	22.3961397059	0.0615808823529	6.99632352941	0.384191176471	24.5537683824
CLD	1.87962962963	1.85052910053	19.5052264808	0.188153310105	10.7456445993	0.93031358885	11.4216027875
KOA	1.79003164557	3.92331458449	21.1581600504	0.0686830497795	8.38311279143	0.335223692502	22.4914933837
HLN	1.67702496179	-2.7554517134	17.8260869565	0.285024154589	12.1739130435	3.17874396135	20.6425120773
BFL	1.66741573034	0.697998650776	18.4633273703	0.0894454382826	20.7549194991	2.06618962433	14.8604651163
RAP	1.64396360954	1.03354711396	20.671641791	0.0	15.0634328358	4.00932835821	12.8451492537
SMX	1.6029143898	-1.86824529447	23.130952381	0.321428571429	8.17261904762	0.297619047619	21.0595238095
FCA	1.3994158452	1.09140767824	17.2658227848	0.344936708861	19.9905063291	4.37341772152	20.8575949367
CPR	1.18586387435	-3.29925093633	21.4184615385	0.138461538462	11.3846153846	4.29846153846	16.0461538462
YKM	1.14540059347	5.44510385757	11.8421052632	0.0	4.68421052632	2.39473684211	10.3684210526
MSO	1.08415841584	-0.771233725976	24.8144044321	0.0637119113573	14.5595567867	0.839335180055	8.45983379501
BIL	0.744399641577	0.0567901234568	26.7396694215	0.148760330579	11.729338843	4.05165289256	12.4173553719
LWS	0.696923076923	-3.71406491499	25.0454545455	0.704545454545	8.84090909091	11.4772727273	19.1818181818
TWF	0.434856175973	-2.55342001131	26.9270833333	0.0260416666667	3.91145833333	21.6458333333	10.2760416667
BPT	0.350194552529	-2.47470817121	0.0	0.0	10.5882352941	18.5882352941	42.5882352941
EKO	0.0495814552479	1.60813428018	25.12	1.39333333333	6.4	0.393333333333	15.68
PSE	0.0429530201342	-1.58355795148	44.012345679	0.864197530864	9.98765432099	1.27160493827	5.88888888889
LIH	0.00374560464761	1.69572872015	21.3074558032	0.0668716372022	5.96617986164	0.905457340507	20.4711760184
ITO	-0.149943771086	2.54175	14.6637717122	0.114143920596	3.93672456576	1.25062034739	24.0533498759
SGU	-0.151902587519	-1.51786259542	21.4285714286	0.146616541353	6.67669172932	3.68045112782	17.9172932331
GTF	-0.499292786421	-3.73947990544	27.8177339901	0.0	12.3842364532	0.753694581281	14.2660098522
PSC	-0.524322169059	-2.53131232549	27.7185929648	0.185929648241	9.87939698492	2.84924623116	10.3718592965
CDC	-0.701219512195	0.730182926829	36.0845070423	0.0	5.77464788732	0.408450704225	16.5774647887
HTS	-1.14193548387	-7.83870967742	0.0	0.0	11.4545454545	16.9090909091	25.8181818182
SUN	-1.23134051244	-2.9137866964	18.0346320346	0.138528138528	7.41991341991	9.72727272727	16.4372294372
OXR	-1.82704402516	-3.13217938631	18.8631578947	0.0	7.30526315789	3.05263157895	15.0
IYK	-1.9115720524	-3.05038335159	20.84375	0.5	8.0	3.921875	25.09375
IPL	-2.3158974359	-0.88090349076	16.3392857143	0.839285714286	5.10714285714	3.16964285714	14.75
BJI	-2.69863013699	-3.67123287671	7.83333333333	0.0	56.0	0.0	0.0
BTM	-2.87826086957	-2.58260869565	25.7450980392	0.333333333333	11.2156862745	8.62745098039	2.35294117647
TUP	-3.8	-1.8	0.0	0.0	26.0	0.0	0.0
COD	-3.97354948805	-7.75576430401	27.4880952381	0.77380952381	15.7619047619	8.71428571429	11.7976190476
PIH	-4.15009151922	-6.55677655678	31.90625	0.0416666666667	6.08333333333	7.3125	9.375
INL	-4.80281690141	-6.05633802817	0.0	0.0	0.0	0.0	15.0
BLI	-5.52941176471	-12.0420168067	0.0	0.0	6.25	34.75	13.5
WYS	-6.15589353612	-11.1673003802	51.6666666667	0.0	1.0	0.0	0.0
